-5.417776833401385383e-01,8.116390517393111681e-01,3.823584837551104870e-02,-8.142296405644439128e-01,-2.026133081670632163e-01
7.211210289724745426e-01,-1.428096971872710119e+00,1.096092658097827938e-01,1.980054052328327208e+00,-1.248506021448114289e+00
1.781271608959726249e+00,-4.225358444425011961e-01,-2.320559493075307622e-01,-5.000171422657977427e-01,2.327352444711702495e-01
7.531402054786796585e-01,6.724088365615973339e-01,-3.681663226589410726e-02,-7.697445073109445701e-01,1.609014698287386969e+00
-6.958238093972051175e-01,3.756783917260325123e-01,-7.471128181510233723e-02,1.630640030334923107e+00,-1.842874674088813836e-01
2.166619303049752698e+00,-1.337129302017854071e+00,4.733318412077927584e-01,6.577132257500777068e-02,-7.172790975223655163e-01
6.588939359988503774e-01,1.295485674523555009e+00,-8.765222698127584922e-01,-5.191805146314613095e-01,-1.657151367381584917e-01
-6.445368944443724546e-02,-7.865580637533057251e-01,-3.905627315812746914e-01,6.004317207790533378e-02,-3.075232428644576466e-01
-2.988928794291726906e-02,-1.358442384945600878e+00,-7.924295714510074529e-01,1.045773942306179816e+00,-2.241967604045366769e-01
-8.872527685322963986e-01,2.010061850748654233e-01,1.744397861468278244e+00,-8.911277165977129489e-01,7.238582403756717021e-01
